@relation kaggle

@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute d numeric
@attribute e numeric
@attribute f numeric
@attribute g numeric
@attribute h numeric
@attribute i numeric
@attribute j numeric

@data
0.327793,-2.426761,-2.324983,-1.744082,0.440474,0.647088,0.635431,0.349185,-0.497183,0.334832
-0.351118,0.014957,0.214288,0.736624,0.17234,-0.515608,0.295677,1.307433,1.061891,-0.499395
-0.00549,0.478177,0.029355,-0.247644,0.17234,0.813187,-0.006326,-0.976654,0.157628,0.882014
0.105604,-0.09496,0.324537,0.557118,0.17234,0.190314,0.597681,-0.143927,0.375899,-0.038166
-0.585651,-0.354049,-3.210528,0.356517,0.261718,-0.224934,0.55993,1.089203,1.404887,-0.379748
0.451232,-0.267686,0.335206,-0.831336,0.261718,-1.636779,0.484429,-2.39891,-0.403638,-1.559258
0.080916,-0.291239,0.356544,0.226662,0.261718,-0.058835,-0.006326,0.01926,0.001721,0.071223
0.117948,-0.291239,0.306755,0.255993,0.17234,1.228436,0.408929,-0.898021,-0.091823,0.984688
1.019049,0.211237,-0.155578,-0.311855,0.261718,0.314889,0.52218,0.513129,-0.029461,0.103542
-0.301743,0.195534,0.381439,0.351116,0.082961,0.979286,0.710932,-0.423897,1.404887,0.617742
-3.498799,-0.22843,-3.210528,-0.316957,-4.922215,2.681805,0.182426,-1.125318,-0.590727,2.455233
-0.128929,-0.03215,0.068476,-0.151655,-0.989576,-1.138481,-2.762106,0.395899,-0.341275,-2.477268
0.019197,-0.605286,0.502357,0.181368,0.17234,0.231839,0.446679,0.321752,0.064084,0.080155
-0.597995,-0.071406,0.352988,0.220844,0.261718,1.643684,0.106925,-0.492162,0.62535,1.568373
4.462983,-0.181323,0.306755,-2.963951,0.261718,-1.138481,0.396345,1.68184,-3.282727,-1.109204
0.216699,0.2976,0.249852,-0.041313,0.261718,1.851308,-0.006326,-1.848037,-0.684271,1.826088
0.080916,0.077766,0.050694,0.857319,-1.257711,-0.307984,0.635431,1.148284,0.095265,-0.489329
-0.00549,-0.220579,-3.210528,1.071885,0.261718,1.685209,0.333428,1.245245,0.62535,1.466062
-0.178304,-0.620989,0.32098,0.699028,0.261718,0.439463,0.408929,0.608342,0.843621,0.282465
-0.153617,-0.840822,0.139604,-0.971903,0.17234,-0.806282,0.975185,0.222461,2.059698,-1.066059
0.105604,-0.126364,0.388552,-0.425061,0.261718,-1.180006,0.371178,0.320004,0.095265,-1.134435
0.25373,-0.197025,0.260522,0.326888,0.261718,-0.474083,0.597681,1.503004,0.62535,-0.619139
-0.017834,-0.275537,0.388552,0.949727,0.261718,0.231839,-2.875357,0.795585,0.219991,-1.408002
-0.030178,-0.220579,0.242739,1.988271,0.17234,0.522513,-0.497081,1.467377,0.438262,0.919168
-3.498799,-0.369751,0.552147,0.331573,-4.922215,-0.349509,0.635431,0.369552,-0.777816,-0.526061
-0.128929,0.069915,0.313868,0.510511,0.082961,0.771662,-0.044076,-0.111853,0.282354,0.909175
0.266074,0.580242,0.114709,-0.165469,0.261718,-0.432558,-0.157328,0.358524,0.157628,-0.170688
0.364825,-0.149918,0.107596,-1.108143,0.17234,-3.297773,-2.497853,-2.647835,-1.120812,-3.967066
0.09326,-0.087108,-2.268081,-0.164963,0.261718,-0.10036,0.257927,0.873712,0.18881,-0.10852
-0.00549,0.611647,0.022242,1.012179,0.261718,1.35301,0.597681,-0.162702,0.001721,0.978527
0.204355,-0.354049,0.32098,0.410166,-0.989576,0.439463,0.446679,0.065604,0.251173,0.263827
0.006853,0.038511,-0.376075,0.963811,-0.006417,0.647088,-0.006326,-1.133919,-1.027268,0.744321
-0.128929,-0.040001,0.057807,0.557894,0.261718,-0.391033,0.52218,1.168613,1.810246,-0.503518
-2.215039,-0.29909,0.352988,0.054854,-1.704602,1.228436,-0.119577,-1.330053,-0.341275,1.349802
-0.116585,-0.338346,-3.210528,-0.865829,-1.168333,1.726734,-3.441614,-2.516102,-3.8336,2.161775
-2.807544,0.462474,-3.210528,-2.333503,-3.849677,-0.972381,0.333428,0.608225,-3.116426,-0.939094
-2.276758,0.454623,0.050694,-2.161546,-4.832837,-4.12827,-11.935457,2.200775,-2.742249,-6.719324
-0.079554,-0.173471,0.367214,0.324501,0.261718,0.896237,0.635431,-0.430731,-0.185368,0.553802
0.512951,-0.416858,0.125378,0.549719,0.976743,-0.681707,-1.101088,1.471997,1.997335,0.141022
0.130292,-0.071406,0.214288,0.915742,0.261718,0.730137,0.786433,0.006037,-0.185368,0.32901
0.080916,-0.126364,0.360101,-0.587947,0.261718,-0.058835,0.069175,0.273038,0.251173,0.029536
0.080916,0.014957,0.064919,0.346104,0.17234,0.688613,0.144676,-0.171672,-0.247731,0.664443
0.648733,-0.197025,0.029355,0.335213,-0.185173,-1.30458,-0.912336,0.787197,1.498432,-0.593533
0.179667,-0.330495,0.530808,-0.314183,0.082961,-0.141884,0.635431,0.117016,0.531806,-0.354927
0.09326,-0.055704,0.068476,0.305076,0.261718,-0.266459,0.106925,0.720893,-0.060642,-0.179271
0.438888,-0.047852,0.388552,0.873551,-1.078955,1.560634,0.182426,0.069196,-0.372457,1.598656
-3.498799,-0.440412,-3.210528,-0.364758,-4.922215,1.43606,0.484429,-0.470844,-0.902542,1.122755
-0.314087,-0.236281,0.029355,0.460861,0.261718,1.311485,-0.42158,-0.109756,0.500624,1.62496
0.105604,0.10132,0.246296,0.08708,0.261718,0.397939,-0.270579,1.076913,0.438262,0.653136
0.846235,-0.09496,0.182281,-1.981085,0.61923,-1.30458,-1.403091,-1.743368,-0.497183,-0.318629
-0.190648,-0.691649,0.28186,-0.194472,0.17234,-0.474083,0.333428,0.609255,0.968347,-0.460469
0.15498,-0.471816,0.50947,1.205082,0.261718,1.311485,0.597681,-1.032396,-0.933723,0.977069
0.031541,0.007106,-0.315616,2.791392,-0.542686,-3.007099,0.408929,1.676422,-1.900349,-2.768966
0.562327,0.046362,0.210732,-1.052078,0.976743,-0.349509,-1.28984,-0.430382,0.687713,0.61433
-0.32643,-0.079257,0.239183,0.566935,0.261718,0.688613,0.371178,0.667054,0.718895,0.530764
0.117948,-0.189174,0.029355,0.763359,0.887365,0.647088,-1.025587,2.395861,2.714509,1.412512
0.019197,0.077766,0.349432,-0.356523,0.261718,-0.058835,0.597681,-0.84261,-0.715453,-0.264067
0.57467,-0.134216,0.160942,1.252465,0.976743,-0.640182,-1.25209,0.824144,0.843621,0.274821
0.117948,-0.29909,0.473906,-0.204438,0.082961,0.231839,0.635431,-0.302124,0.126447,-0.027919
-0.030178,-0.346197,0.235627,-1.08105,0.17234,-0.806282,0.446679,-1.179428,0.064084,-0.837903
-0.017834,-0.440412,0.267634,1.39515,0.261718,0.273364,0.106925,1.093688,0.095265,0.322174
-0.141273,0.729415,0.079145,0.151709,0.261718,1.685209,0.748682,-0.543302,-0.185368,1.173918
-0.338774,-0.22843,0.584154,2.123586,0.261718,1.685209,-1.063338,1.200609,1.903791,2.488782
0.229043,-0.008597,0.175168,0.087408,0.17234,-0.557133,0.55993,0.270999,0.032902,-0.669095
0.117948,-0.220579,0.367214,0.914608,0.261718,-0.141884,0.182426,1.395462,0.874802,-0.11339
0.130292,-0.126364,0.377883,0.755362,0.261718,0.024215,0.295677,1.122074,0.656532,-0.022602
4.524702,-0.134216,0.23207,-2.514351,-0.900198,-1.055431,-0.044076,-0.201028,-0.310094,-0.821424
0.142636,0.486028,0.100483,-0.448543,0.17234,-0.640182,0.371178,-0.922873,-0.216549,-0.657317
-0.00549,-0.660245,0.345875,-0.270589,0.261718,0.356414,0.484429,-1.764958,-1.027268,0.165252
-3.498799,-0.754459,0.477462,1.600496,-4.922215,-0.10036,0.144676,0.593761,-1.120812,0.027703
-0.017834,-0.330495,0.488131,-0.183313,0.17234,0.024215,0.144676,0.069953,-0.278912,0.069065
0.500607,-0.220579,-0.03466,0.497323,0.17234,-0.432558,0.182426,0.320004,-0.154186,-0.366813
0.080916,-0.291239,0.356544,0.226662,0.261718,-1.013906,0.408929,-0.43512,-0.466001,-1.005036
0.229043,-0.016448,0.317424,-0.526838,0.261718,-0.058835,0.635431,-0.619896,0.001721,-0.278039
0.167323,0.171981,0.047137,0.268047,0.17234,-0.432558,0.673182,0.470803,0.18881,-0.618271
0.080916,-0.063555,0.349432,0.968645,-1.347089,0.14879,0.333428,0.190154,0.18881,0.068425
0.241386,-0.110662,0.324537,-0.772226,0.261718,0.564038,0.446679,-1.491803,-0.684271,0.384776
-3.498799,10.65331,-3.210528,0.06482,-4.922215,0.14879,0.220177,2.303288,-1.401445,0.119684
0.241386,-0.322644,0.310311,0.49055,0.261718,1.602159,0.861934,-0.595627,-0.154186,1.034174
0.31545,-0.047852,0.14316,-0.574788,0.261718,-0.10036,0.52218,0.196891,0.375899,-0.246226
0.142636,-0.369751,0.413447,0.301347,0.17234,-0.224934,-0.157328,0.264825,-0.590727,-0.007244
0.142636,0.164129,0.200063,-0.249732,0.261718,-1.055431,0.069175,0.200483,0.219991,-0.86956
0.216699,-0.424709,0.306755,-0.043283,0.261718,0.439463,0.295677,-0.183573,0.18881,0.335917
0.031541,0.171981,0.253409,-0.862994,0.17234,0.480988,0.673182,-1.339334,-0.247731,0.177284
-0.104241,-0.197025,0.221401,0.17367,0.261718,-0.515608,-0.270579,0.896719,0.032902,-0.195184
-0.202992,-0.377602,0.434785,0.244803,-0.721442,-0.598658,-2.875357,0.780208,0.344717,-1.985455
-0.474557,0.446772,-3.210528,-0.716161,0.351096,4.550423,0.52218,-2.037065,-2.368071,3.871867
-0.054866,-0.330495,-3.210528,-0.267456,0.261718,1.35301,0.635431,-0.572192,-0.466001,0.95895
0.019197,0.093469,0.473906,1.897295,0.17234,0.730137,-0.006326,1.040374,2.246787,0.796869
0.142636,0.164129,0.200063,-0.249732,0.261718,-1.013906,0.182426,0.398015,0.001721,-0.890874
-0.437525,0.423218,0.388552,0.620852,0.17234,-0.806282,0.220177,2.576754,1.186617,-0.714411
-0.042522,0.407516,-3.210528,-0.636404,0.261718,0.854712,0.257927,0.216714,0.095265,0.752277
-0.017834,0.23479,-0.180472,0.621032,0.261718,0.813187,-0.044076,0.143071,-0.310094,0.910211
0.117948,-0.291239,0.306755,0.255993,0.17234,-0.058835,0.446679,0.47624,-0.060642,-0.174497
0.117948,0.23479,0.050694,0.220456,0.261718,0.356414,0.031425,-0.72041,-0.497183,0.420327
-0.215336,-1.296191,0.491688,1.050073,0.61923,0.647088,-1.138838,0.328566,2.122061,1.569446
-0.116585,0.203385,5.49199,1.852806,-1.436467,0.647088,-0.308329,2.041354,0.594169,0.903738
0.241386,-0.322644,0.310311,0.49055,0.261718,0.273364,-0.195078,0.855966,0.095265,0.517443
0.105604,-0.251983,0.466793,0.287084,0.261718,-0.266459,0.106925,0.656531,0.219991,-0.181658
-0.16596,-0.267686,0.256965,0.051662,0.261718,-0.183409,0.031425,-0.763415,-0.964905,-0.034043
0.15498,-0.16562,-3.210528,-1.32068,-0.185173,-0.515608,-0.081827,-0.957122,-0.43482,-0.309081
0.15498,-0.189174,0.246296,-1.223587,0.082961,0.896237,0.673182,-2.177827,-2.430434,0.543313
-0.00549,0.760819,-0.095119,-0.016936,0.261718,-0.474083,0.295677,0.09694,0.344717,-0.466545
-2.523635,-0.346197,-2.349878,-0.775688,0.17234,1.228436,-0.270579,-3.36636,-2.492797,1.438817
0.661077,-0.09496,0.01513,0.751961,0.976743,-0.972381,-1.176589,0.151129,0.251173,-0.111907
0.15498,-0.330495,0.299642,-0.333637,0.082961,-0.764757,0.220177,-0.612907,-0.091823,-0.691759
0.142636,0.203385,-0.006209,-0.834827,0.261718,1.020811,-0.119577,-0.393473,-0.746634,1.162682
-0.091897,-0.220579,0.274747,0.567174,-0.185173,-0.474083,0.371178,0.768112,-2.679886,-0.48593
0.15498,0.054213,0.164499,-0.048325,0.261718,0.771662,0.635431,0.037878,0.157628,0.451694
0.056229,-0.063555,0.310311,-1.048885,0.261718,-0.681707,0.371178,0.591257,-0.185368,-0.686202
0.142636,-0.244132,-3.206971,0.165524,0.887365,0.397939,-0.874585,0.113366,1.404887,1.083215
0.130292,-0.126364,0.271191,0.816262,0.261718,-0.058835,0.597681,0.91398,0.001721,-0.256027
0.229043,-0.000745,0.171611,-0.002793,0.261718,-0.474083,0.144676,-0.264031,-0.902542,-0.385486
-0.091897,-0.071406,0.537921,-1.178561,0.261718,0.06574,0.635431,1.135238,0.656532,-0.161309
0.204355,-0.448263,0.349432,0.689659,0.261718,0.605563,0.333428,0.544932,-0.060642,0.492453
0.648733,-0.197025,0.029355,0.335213,-0.185173,-0.640182,-0.950086,0.273951,1.560794,0.072995
0.759828,-0.134216,0.114709,-0.542563,0.797987,-0.557133,-1.025587,-0.113232,-0.777816,0.211894
0.846235,-0.09496,0.182281,-1.981085,0.61923,-2.218127,-1.742845,-1.870403,-0.091823,-1.082164
-0.017834,-0.149918,-2.975805,-1.078156,0.082961,-0.723232,-0.119577,0.355068,0.126447,-0.47948
-3.054421,-0.354049,0.264078,-1.957305,-1.078955,-2.924049,-2.875357,-0.652126,-2.180982,-3.730821
0.068573,0.148427,0.111153,0.179577,0.261718,0.771662,0.824183,-0.311851,-0.091823,0.34591
0.47592,-0.338346,0.047137,-0.000972,0.976743,0.231839,-1.214339,-1.514927,0.500624,1.146865
0.068573,0.533135,0.488131,0.255665,-0.632064,-1.055431,0.295677,0.525885,-3.646511,-0.987182
0.09326,-1.680899,0.356544,0.180532,0.17234,-0.01731,0.408929,-0.490376,-0.029461,-0.117163
0.352481,0.321153,0.128935,-1.64672,-0.900198,-0.557133,-0.006326,-0.223491,-0.060642,-0.380484
0.179667,-0.330495,0.530808,-0.314183,0.082961,-0.557133,0.446679,-1.23218,-1.120812,-0.600876
0.117948,0.266195,0.043581,-0.590035,0.17234,-0.391033,0.182426,-0.075624,0.157628,-0.33735
0.290762,-0.267686,0.324537,-0.396177,-1.078955,-0.01731,0.408929,-1.172944,-0.933723,-0.11967
-0.128929,0.211237,0.075589,0.526356,0.261718,0.730137,-0.081827,-0.502996,-1.089631,0.853299
0.09326,-0.102811,0.01513,-1.203774,0.082961,0.314889,0.408929,-1.993245,-1.370264,0.171798
-0.017834,-0.354049,0.42056,-0.176032,0.261718,-0.307984,0.106925,-0.143811,0.251173,-0.218269
-0.042522,-0.189174,0.33165,-0.664392,0.261718,-0.806282,0.144676,-0.408676,0.40708,-0.700945
-0.16596,-0.134216,0.256965,0.387041,0.261718,1.020811,-0.195078,0.040558,-0.247731,1.18619
-0.128929,-0.511072,0.342319,0.170775,0.261718,2.141982,-0.044076,-1.037541,-0.996086,2.141088
0.216699,-2.08916,0.424116,-0.457525,0.082961,-0.307984,0.220177,1.422391,0.594169,-0.278617
0.043885,-0.157769,0.228514,-0.211361,0.261718,0.605563,0.182426,-0.648164,-0.185368,0.564916
0.661077,-0.09496,0.01513,0.751961,0.976743,-0.391033,-1.516343,1.199813,1.373706,0.712881
0.006853,0.077766,0.342319,-0.12859,0.261718,-1.180006,0.031425,-0.089234,-0.808997,-0.975067
0.130292,-0.024299,0.246296,0.121006,0.082961,-0.01731,0.182426,0.175456,-0.466001,0.011863
-3.498799,-0.566031,0.139604,-5.440122,0.976743,-1.719828,-0.157328,-1.810953,-0.060642,-1.383784
-0.042522,0.007106,0.264078,-0.162546,0.17234,-1.180006,0.106925,0.560988,0.874802,-1.015873
0.142636,0.486028,0.100483,-0.448543,0.17234,0.854712,1.050686,-1.579735,-2.118619,0.289468
0.142636,-0.377602,0.328093,-0.039583,0.261718,0.937762,-0.044076,-0.581958,-0.43482,1.022553
-0.030178,0.305451,-3.203415,-0.130828,0.17234,1.35301,-0.270579,0.664394,0.500624,1.575932
0.25373,-0.197025,0.260522,0.326888,0.261718,-0.224934,0.031425,0.704487,0.001721,-0.100033
0.661077,-0.09496,0.01513,0.751961,0.976743,-1.055431,-0.950086,0.523303,0.905984,-0.324716
-0.00549,0.360409,0.28186,-0.213479,-1.168333,0.397939,-2.762106,-0.227122,-0.091823,-1.466205
0.117948,0.124874,0.128935,0.3837,0.17234,-0.10036,0.295677,0.375998,-0.216549,-0.123697
0.130292,0.077766,0.299642,-0.693335,0.261718,0.107265,0.220177,0.160545,0.095265,0.099299
-0.22768,0.289748,-0.006209,0.395814,0.261718,-0.557133,-0.232828,0.088009,0.313536,-0.269672
0.179667,-0.43256,0.150273,-1.883217,-1.078955,-0.307984,0.333428,-1.279631,-0.497183,-0.339496
0.130292,-0.126364,0.377883,0.755362,0.261718,0.190314,-0.044076,0.711865,0.18881,0.330794
-0.00549,-0.204876,0.32098,-0.694588,0.261718,0.480988,0.55993,-0.60879,-0.154186,0.266902
0.31545,0.517433,-0.002652,-2.543473,0.261718,-0.889332,-0.044076,1.040549,-0.902542,-0.67317
0.09326,-0.385453,0.352988,0.546705,0.261718,-0.141884,0.333428,0.728,0.157628,-0.191121
0.463576,0.109171,0.224957,-1.411178,0.261718,-0.515608,0.295677,0.925104,0.656532,-0.493753
0.47592,-0.43256,0.114709,-0.87096,0.976743,-1.636779,-2.120349,0.274727,1.623157,-0.210988
0.142636,0.164129,0.200063,-0.249732,0.261718,-0.557133,0.220177,-0.454205,-0.247731,-0.496538
4.524702,-0.134216,0.23207,-2.514351,-0.900198,-0.640182,0.220177,-0.649893,-0.840179,-0.565735
-0.030178,0.438921,-0.045329,0.766462,0.17234,0.231839,-0.006326,0.634106,0.18881,0.348044
0.09326,0.148427,0.171611,0.970704,0.17234,1.020811,0.069175,-1.197562,-1.339082,0.985327
-0.178304,0.902141,-0.041773,0.593103,0.261718,-0.307984,-0.572582,-0.286727,-0.621908,0.143432
-0.277055,-0.251983,-3.203415,1.957926,0.261718,2.474181,0.144676,1.619652,1.716702,2.285569
-0.425181,-0.220579,0.306755,0.496637,0.261718,0.647088,0.069175,0.155225,0.687713,0.692375
0.401857,-0.267686,0.299642,-0.808002,0.261718,-0.391033,-0.044076,-1.093574,-0.497183,-0.211169
-0.00549,-0.204876,0.32098,-0.694588,0.261718,-0.307984,0.484429,-0.060383,-0.091823,-0.412876
0.142636,0.069915,0.399221,0.568039,-1.168333,0.688613,-0.006326,0.022871,0.750076,0.757907
-0.301743,-0.511072,0.463236,0.710665,0.261718,1.145386,0.408929,-0.403143,0.251173,0.939903
0.031541,0.117022,-0.176916,-0.620739,-1.168333,-0.640182,-2.460103,-1.144053,-3.20997,-0.858481
0.15498,-0.275537,0.417003,0.813815,0.261718,-0.224934,0.371178,0.997019,0.282354,-0.27464
-0.079554,0.313302,0.139604,0.295528,0.261718,0.356414,0.106925,0.149226,0.157628,0.387839
0.031541,-2.426761,0.37077,0.77977,0.17234,1.35301,0.55993,-0.180486,0.219991,1.003024
0.192011,0.148427,0.19295,-1.29308,0.261718,-0.266459,0.106925,-1.150907,0.438262,-0.170001
0.364825,-0.000745,-0.052442,1.293223,0.976743,-0.183409,-1.101088,0.220966,1.841428,0.64196
0.068573,0.069915,-0.002652,-1.149827,-1.257711,2.889429,0.52218,0.045994,-0.372457,2.397308
0.241386,-0.322644,0.28186,0.274612,0.261718,-0.847807,-0.081827,0.747046,0.001721,-0.60806
1.019049,0.211237,-0.155578,-0.311855,0.261718,-0.058835,1.012935,0.425876,-0.123005,-0.457576
-0.202992,-0.377602,0.434785,0.244803,-0.721442,-1.844403,0.673182,-3.163314,-3.116426,-1.842445
0.31545,-0.989994,0.157386,-2.450289,0.17234,0.647088,0.786433,-0.452515,1.217798,0.282585
0.340137,0.399665,0.207175,-0.724993,0.261718,-0.515608,-0.232828,-0.607936,0.157628,-0.223827
-0.042522,-0.236281,-3.210528,-0.272051,0.261718,-0.183409,0.446679,0.026967,0.032902,-0.290841
0.056229,0.281897,-0.091562,-0.919149,-0.185173,-0.141884,0.673182,1.942142,0.438262,-0.365222
-0.116585,-0.652394,0.505913,-1.24874,0.261718,-0.141884,-0.081827,-1.143432,0.282354,0.034527
-0.252367,0.281897,0.146717,-0.082938,0.261718,-0.640182,-0.044076,-0.42147,-0.060642,-0.436033
0.056229,-0.730905,0.441898,0.183695,0.261718,1.685209,0.371178,-0.963354,-0.216549,1.413682
0.019197,0.289748,-0.116457,1.524856,-0.542686,0.439463,0.371178,1.316558,0.656532,0.307262
0.364825,0.195534,0.175168,-0.027618,0.261718,-0.598658,0.069175,-0.537167,-0.060642,-0.462687
0.278418,-0.197025,0.239183,-0.73839,0.261718,-0.183409,0.975185,-0.38297,0.064084,-0.551244
0.944986,0.132725,0.136047,0.564936,0.17234,-0.183409,0.220177,0.979779,0.064084,-0.161176
0.130292,-0.456114,0.292529,0.202672,0.261718,-0.224934,-0.232828,-0.357613,0.001721,0.044725
0.043885,0.007106,1.348781,-1.249397,-0.185173,-1.096956,-0.006326,2.616847,0.500624,-0.882592
-0.351118,0.014957,0.214288,0.736624,0.17234,-0.640182,-0.044076,1.22086,0.687713,-0.443122
0.031541,-0.09496,-0.031104,0.803253,0.261718,0.896237,0.069175,0.23512,-0.154186,0.900941
0.661077,-0.09496,0.01513,0.751961,0.976743,-0.307984,-1.176589,1.176922,1.24898,0.55743
-0.38815,-1.021399,0.057807,1.228564,-0.006417,1.062336,0.031425,0.296026,1.124254,1.073498
-0.128929,0.022808,0.19295,0.837775,0.261718,0.314889,-0.081827,0.466183,0.219991,0.463316
-3.498799,0.376111,-3.210528,-0.007,-4.922215,0.397939,0.295677,1.28293,-1.650897,0.320968
0.25373,0.219088,0.14316,0.720541,0.261718,-0.432558,0.257927,0.07172,-1.089631,-0.412888
0.204355,-0.126364,0.335206,0.483538,-1.257711,-0.515608,0.031425,1.672773,0.157628,-0.365523
0.019197,-0.087108,0.292529,0.240776,0.17234,1.311485,0.257927,-0.601587,-0.278912,1.157269
0.09326,0.2976,-0.013322,0.1091,0.261718,-0.349509,0.182426,0.584733,-0.029461,-0.29013
0.364825,0.289748,0.235627,-0.32379,0.17234,0.439463,0.52218,-0.045685,0.282354,0.225118
0.043885,0.69801,0.022242,0.912997,0.261718,1.477585,-0.195078,-0.387979,-0.123005,1.60719
-0.264711,-0.448263,0.431229,-1.121421,0.261718,-0.432558,0.144676,1.014804,0.313536,-0.35301
-0.116585,-0.016448,0.288973,0.483747,0.17234,-0.349509,0.182426,0.785294,-0.123005,-0.297435
-0.462213,0.352558,0.150273,0.56049,0.261718,-0.806282,0.371178,0.853054,0.905984,-0.802039
0.068573,0.007106,0.288973,0.592954,0.261718,-0.432558,0.220177,1.092155,1.217798,-0.406136
0.47592,-0.283388,0.107596,0.080127,0.976743,-1.096956,-0.42158,-1.048976,1.03071,-0.664671
0.142636,-0.291239,-3.210528,-2.167812,0.351096,-1.096956,-0.081827,-0.93759,-0.341275,-0.844112
0.15498,-0.189174,0.246296,-1.223587,0.082961,0.273364,0.484429,-2.143365,-2.617523,0.081891
-0.153617,-0.03215,0.271191,0.057241,0.261718,-0.474083,-0.081827,-1.12691,-0.902542,-0.228022
0.352481,0.211237,0.306755,-0.946242,0.17234,-0.640182,0.484429,0.682664,0.064084,-0.70813
0.15498,-0.040001,0.363657,1.200934,0.261718,0.397939,0.257927,0.782324,0.126447,0.336122
0.019197,-0.283388,0.214288,0.857677,0.261718,0.024215,0.408929,-0.060577,0.40708,-0.074174
0.142636,-0.000745,0.153829,0.955845,0.261718,0.314889,0.220177,0.575103,-0.091823,0.292844
-0.104241,0.022808,0.377883,1.279945,0.17234,-0.598658,-1.742845,-0.657465,-0.590727,-1.224885
-0.104241,-1.037102,0.388552,-1.099311,0.17234,-0.349509,0.408929,-0.846377,1.280161,-0.410259
-0.116585,-0.212727,-0.027547,-0.927921,0.351096,1.228436,0.710932,-1.50386,-0.123005,0.802921
0.216699,-2.08916,0.424116,-0.457525,0.082961,1.934358,0.106925,-0.252964,-0.154186,1.849258
0.204355,-0.126364,0.335206,0.483538,-1.257711,-0.432558,0.069175,1.433517,-0.123005,-0.314771
0.031541,-2.426761,0.37077,0.77977,0.17234,1.768258,0.446679,0.050712,0.157628,1.442047
0.599358,0.752968,0.008017,-1.737905,-0.095795,-0.640182,0.824183,-1.343644,-0.684271,-0.866317
0.278418,-0.197025,0.239183,-0.73839,0.261718,-0.058835,0.748682,-0.414054,-0.123005,-0.332974
-0.017834,-0.055704,0.23207,0.604621,-0.989576,0.107265,0.52218,1.384997,0.656532,-0.070389
0.25373,0.219088,0.14316,0.720541,0.261718,0.771662,1.654692,0.223917,-0.310094,-0.089002
0.179667,-0.047852,0.274747,-0.605223,0.261718,-0.847807,0.295677,-0.207454,0.032902,-0.802944
0.364825,-0.000745,-0.052442,1.293223,0.976743,0.688613,-1.554093,-0.405433,0.781258,1.880336
-0.128929,0.383963,0.23207,1.248675,0.261718,0.356414,0.446679,0.767665,0.438262,0.189628
-0.00549,0.305451,0.018686,-0.04009,0.261718,-0.557133,-0.081827,0.144605,-0.497183,-0.338929
-2.47426,0.171981,-0.12357,-2.9863,-3.313408,-0.930856,1.126187,1.67549,-2.960519,-1.248947
0.019197,-0.118513,0.345875,-1.086511,0.261718,0.356414,0.144676,-1.188204,-0.746634,0.365151
-0.252367,-0.063555,0.594823,0.891245,0.529852,0.024215,-0.685833,1.326518,2.870416,0.698137
0.340137,0.399665,0.207175,-0.724993,0.261718,-0.972381,-0.119577,0.085912,0.18881,-0.705912
0.167323,0.588093,-0.002652,-0.309259,0.261718,0.356414,-0.006326,0.417508,-0.372457,0.452719
0.130292,0.007106,0.239183,0.766194,0.261718,-0.391033,-0.195078,0.989932,-0.029461,-0.114752
-0.400494,-0.16562,0.392108,0.485626,0.261718,-0.557133,0.069175,0.170389,0.219991,-0.420832
-0.153617,-0.267686,-3.210528,-0.351778,-0.006417,0.771662,0.371178,0.035199,-0.060642,0.600961
0.080916,0.164129,0.19295,0.819007,0.261718,1.228436,0.824183,0.16969,-0.247731,0.746611
0.080916,-0.118513,0.445454,-0.188027,0.261718,0.771662,-0.232828,0.533069,-0.123005,0.988003
0.068573,-0.189174,-2.090261,-0.633539,0.17234,1.602159,-0.044076,-0.849425,-0.497183,1.629071
0.179667,-0.291239,0.228514,1.550427,0.17234,1.394535,0.52218,2.004892,1.155435,1.067459
0.09326,0.148427,0.171611,0.970704,0.17234,-0.01731,0.295677,1.134772,-0.278912,-0.015551
0.105604,0.014957,0.377883,-0.432222,0.261718,1.685209,0.484429,-1.818487,-1.214356,1.370175
0.142636,-0.142067,0.246296,0.789259,-1.347089,0.480988,0.52218,-0.266477,-0.559546,0.258885
-0.116585,-0.652394,0.505913,-1.24874,0.261718,0.14879,0.106925,-1.221949,-0.43482,0.19844
-0.16596,-0.173471,-2.908234,-1.670024,0.351096,-0.640182,0.333428,1.207191,0.500624,-0.622333
0.25373,-0.338346,-3.210528,-1.790689,0.351096,-0.557133,0.106925,0.758579,-0.029461,-0.442784
0.031541,0.36826,-0.027547,0.237135,0.17234,-0.10036,0.069175,0.154973,0.219991,-0.005207
-0.240024,-0.424709,0.089814,1.094532,0.261718,-0.058835,2.107697,-0.194562,0.500624,-0.951004
-0.128929,0.022808,0.19295,0.837775,0.261718,0.771662,0.371178,-1.04488,-0.777816,0.607519
0.352481,-0.259834,0.463236,-1.127687,-1.078955,0.356414,-0.006326,0.514158,-0.43482,0.452719
0.229043,0.109171,-0.066668,0.073324,0.261718,0.730137,0.333428,0.025045,-0.060642,0.583698
-0.252367,-0.149918,0.313868,-0.243616,0.261718,0.397939,0.333428,0.251895,0.282354,0.30995
0.15498,-0.322644,0.175168,0.126526,0.17234,0.024215,0.673182,0.146372,0.126447,-0.226407
0.006853,-0.668096,0.477462,1.62168,0.17234,4.259749,0.371178,-0.936328,-0.746634,3.715452
-0.128929,0.383963,0.23207,1.248675,0.261718,-0.224934,0.182426,0.241799,-0.341275,-0.181055
