@relation train

@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute d numeric
@attribute e numeric
@attribute f numeric
@attribute g numeric
@attribute h numeric
@attribute i numeric
@attribute j numeric
@attribute class {0,1,2,3,4,5}

@data
-0.091897,-0.071406,0.537921,-1.178561,0.261718,-0.058835,0.52218,1.275086,0.282354,-0.219234,1
-0.190648,-0.063555,0.441898,1.289493,0.261718,-0.432558,0.55993,-0.172759,-0.466001,-0.580646,1
-0.252367,0.062064,0.171611,-0.420108,0.261718,0.06574,0.182426,-0.016155,1.155435,0.081047,1
-0.264711,-0.09496,0.01513,-0.597346,0.261718,-0.681707,0.371178,-0.139947,0.718895,-0.690409,1
-0.22768,-0.503221,0.406334,-0.671732,0.261718,0.979286,0.031425,0.210171,0.064084,1.017924,1
-0.486901,-0.259834,-3.210528,0.221798,0.351096,-0.723232,-0.081827,-0.958656,-0.403638,-0.502072,1
-0.190648,-0.063555,0.441898,1.289493,0.261718,-0.224934,-0.006326,1.486579,0.999528,-0.083204,1
-0.289399,0.093469,0.402778,-0.087353,-1.436467,0.854712,0.710932,-0.183185,0.344717,0.481953,1
-0.178304,-0.620989,0.32098,0.699028,0.261718,0.107265,1.352689,1.248274,0.999528,-0.486279,1
-0.079554,0.250492,0.388552,-0.002584,0.082961,-0.640182,0.371178,1.020531,1.342524,-0.661742,1
-0.091897,-0.071406,0.537921,-1.178561,0.261718,1.062336,0.182426,1.796449,1.373706,1.00652,1
-0.178304,-0.620989,0.32098,0.699028,0.261718,0.979286,0.55993,-0.755959,0.344717,0.694279,1
-0.190648,-0.691649,0.28186,-0.194472,0.17234,0.107265,-2.271351,0.505033,0.594169,-1.643909,1
-0.437525,-0.471816,0.463236,-0.545248,0.261718,1.809783,0.446679,-1.428043,-0.746634,1.479515,1
-0.16596,0.007106,-2.172058,-0.165858,0.261718,-0.224934,0.182426,1.550824,0.937165,-0.177873,1
-0.215336,-0.102811,0.360101,0.941284,0.17234,0.273364,0.333428,0.308219,0.219991,0.183528,1
-0.128929,0.289748,0.235627,1.057473,0.17234,0.356414,0.408929,0.890506,0.438262,0.213304,1
-0.240024,-0.534626,0.075589,-0.617039,0.17234,1.186911,0.446679,-0.790441,0.438262,0.9339,1
-0.252367,0.281897,0.146717,-0.082938,0.261718,-0.557133,0.069175,0.383085,0.469443,-0.428342,1
-0.449869,-0.291239,0.434785,-0.068824,0.261718,-1.30458,-0.119577,0.941743,0.531806,-1.012232,1
-0.264711,-0.09496,0.01513,-0.597346,0.261718,1.103861,-0.459331,-2.425956,-2.305708,1.449618,1
-0.215336,0.281897,0.107596,0.73922,0.082961,0.439463,0.446679,0.336954,0.656532,0.268492,1
-0.252367,0.281897,0.146717,-0.082938,0.261718,0.356414,0.144676,-0.381999,0.500624,0.357761,1
-0.128929,-0.409007,0.175168,-0.256565,0.082961,2.308081,0.975185,0.774247,0.718895,1.552063,1
-3.498799,-0.369751,0.552147,0.331573,-4.922215,0.024215,0.484429,0.687305,0.032902,-0.130508,1
-0.215336,0.281897,0.107596,0.73922,0.082961,-0.432558,0.106925,0.819854,0.656532,-0.327296,1
-0.22768,-0.251983,0.449011,-1.268911,0.261718,2.100457,0.786433,-0.812807,-0.902542,1.538151,1
-0.32643,-0.079257,0.239183,0.566935,0.261718,1.103861,0.182426,-0.118318,0.469443,1.022408,1
-0.338774,-0.291239,0.520139,1.054429,0.261718,0.231839,0.371178,0.455853,0.500624,0.122697,1
-0.412837,-0.707352,0.356544,1.604166,-0.989576,0.730137,0.220177,0.875984,0.905984,0.65005,1
-0.252367,0.062064,0.171611,-0.420108,0.261718,-0.889332,0.446679,0.099135,0.937165,-0.91156,1
-3.498799,0.164129,0.715741,-0.378514,-4.922215,-1.719828,0.220177,0.122549,-2.679886,-1.553833,1
-0.240024,0.117022,0.235627,0.902912,0.17234,0.107265,0.408929,0.53668,0.500624,0.001423,1
-0.32643,-0.079257,0.239183,0.566935,0.261718,0.14879,-0.459331,0.032054,0.500624,0.540275,1
-0.116585,-0.652394,0.505913,-1.24874,0.261718,-1.38763,-0.232828,-0.241062,0.064084,-1.035029,1
-0.202992,-0.016448,0.594823,-1.581822,-0.363929,-0.307984,0.144676,0.03916,1.124254,-0.231133,1
0.031541,-0.024299,0.545034,-2.187595,0.261718,-1.802878,0.031425,-2.637351,-1.401445,-1.545117,1
-0.32643,-0.079257,0.239183,0.566935,0.261718,1.477585,0.52218,-0.208309,0.001721,1.13598,1
-0.042522,-0.463965,0.392108,0.22699,0.261718,0.14879,0.52218,0.196483,0.562987,-0.030583,1
-0.178304,-0.620989,0.32098,0.699028,0.261718,0.439463,0.824183,0.460436,0.313536,0.065086,1
-0.22768,-0.503221,0.406334,-0.671732,0.261718,-0.224934,0.484429,0.596634,0.251173,-0.343631,1
0.043885,0.007106,1.348781,-1.249397,-0.185173,-0.391033,0.371178,1.745794,-0.278912,-0.437878,1
-0.301743,0.195534,0.381439,0.351116,0.082961,-1.429155,0.408929,0.421546,0.001721,-1.367135,1
-0.240024,-0.534626,0.075589,-0.617039,0.17234,0.190314,0.786433,-1.465825,-0.65309,-0.140936,1
0.043885,0.030659,0.537921,-2.244735,0.261718,-1.512204,-0.081827,-2.571921,-1.370264,-1.209045,1
-0.091897,-0.071406,0.537921,-1.178561,0.261718,1.602159,0.55993,1.035869,1.186617,1.222198,1
-0.400494,-0.16562,0.392108,0.485626,0.261718,0.273364,0.899684,0.063157,0.750076,-0.124456,1
-0.437525,-0.471816,0.463236,-0.545248,0.261718,0.647088,0.748682,-1.480464,0.001721,0.279427,1
-0.252367,0.062064,0.171611,-0.420108,0.261718,-1.22153,0.144676,0.148566,1.155435,-1.082345,1
-0.190648,-0.063555,0.441898,1.289493,0.261718,1.020811,0.257927,1.178087,0.937165,0.889344,1
-0.301743,-0.511072,0.463236,0.710665,0.261718,1.062336,0.484429,0.186038,0.594169,0.798822,1
-0.215336,-0.204876,0.456124,-0.099826,0.17234,-0.806282,0.220177,0.157885,0.531806,-0.731251,1
-0.301743,0.195534,0.381439,0.351116,0.082961,-0.557133,0.257927,0.723145,0.874802,-0.528894,1
-0.178304,-0.620989,0.32098,0.699028,0.261718,0.854712,0.295677,0.154041,0.531806,0.712773,1
0.130292,0.062064,0.505913,0.417148,-1.168333,0.813187,0.52218,-0.650883,0.40708,0.552957,1
-0.22768,0.289748,0.132491,-0.234783,0.261718,1.186911,0.257927,-1.773598,-0.310094,1.079381,1
-0.437525,0.423218,0.388552,0.620852,0.17234,-0.515608,0.144676,1.269786,0.40708,-0.433188,1
-0.22768,0.085618,0.239183,-0.523467,0.261718,-0.141884,-0.006326,0.340506,0.62535,-0.005074,1
-0.301743,0.195534,0.381439,0.351116,0.082961,-0.058835,0.446679,-0.08172,0.874802,-0.17721,1
-0.32643,-0.652394,0.384996,-1.694222,-0.185173,-0.806282,-2.573354,-3.242665,-2.617523,-2.566175,1
-0.314087,-0.157769,0.043581,1.051505,0.17234,-0.224934,0.786433,1.089961,0.968347,-0.473079,1
-0.22768,0.446772,0.534365,0.177429,0.17234,-0.930856,0.182426,0.796128,0.562987,-0.774565,1
-0.412837,-0.707352,0.356544,1.604166,-0.989576,0.854712,-0.308329,0.343186,0.62535,1.098838,1
-0.116585,0.281897,0.175168,-0.15249,0.261718,-0.806282,0.748682,-0.049355,1.124254,-0.978792,1
-0.104241,-0.338346,0.384996,-0.096275,0.261718,1.062336,1.088436,-0.762153,0.032902,0.447764,1
-0.079554,0.179832,0.310311,1.179988,-1.257711,0.522513,-0.459331,0.659424,0.375899,0.894443,1
0.043885,0.030659,0.537921,-2.244735,0.261718,-1.761353,0.069175,-2.179555,-1.401445,-1.525347,1
-0.264711,-0.09496,0.01513,-0.597346,0.261718,0.439463,1.541441,-2.018543,-1.837986,-0.294711,1
-0.301743,0.352558,0.288973,1.638181,0.261718,-0.10036,0.106925,1.810195,0.999528,-0.032259,1
-0.338774,-0.291239,0.520139,1.054429,0.261718,0.273364,-0.006326,1.222879,0.562987,0.397145,1
-0.22768,0.446772,0.534365,0.177429,0.17234,-1.138481,0.295677,0.198949,-0.185368,-1.062442,1
-0.252367,0.069915,0.246296,0.52355,0.261718,0.190314,0.52218,0.908368,0.718895,0.011742,1
-0.264711,-0.09496,0.01513,-0.597346,0.261718,-0.598658,0.371178,0.194852,0.40708,-0.610339,1
0.031541,-0.024299,0.545034,-2.187595,0.261718,-1.263055,-0.157328,-2.602636,-1.682078,-0.936333,1
-0.054866,0.179832,0.239183,-1.170087,0.261718,0.771662,0.295677,0.134645,0.562987,0.641069,1
-0.289399,-0.424709,0.107596,0.666147,0.17234,-1.38763,-0.157328,0.294492,0.62535,-1.078138,1
0.204355,-0.134216,0.043581,-0.654873,0.261718,-0.058835,0.673182,-0.841639,0.40708,-0.284525,1
-0.597995,-0.071406,0.352988,0.220844,0.261718,0.647088,-0.081827,0.075681,0.812439,0.778605,1
-3.412392,0.148427,0.438342,-1.047781,-3.22403,-1.761353,0.031425,3.035055,-3.864781,-1.503262,1
-0.116585,0.281897,0.175168,-0.15249,0.261718,-1.263055,0.182426,0.879265,0.095265,-1.119125,1
-0.215336,0.281897,0.107596,0.73922,0.082961,-1.013906,-0.308329,1.714205,0.812439,-0.648119,1
-0.079554,0.250492,0.388552,-0.002584,0.082961,-0.391033,0.446679,0.107036,1.529613,-0.46763,1
0.068573,-0.189174,-2.090261,-0.633539,0.17234,0.231839,1.050686,0.44667,0.562987,-0.236461,1
-0.128929,-0.409007,0.175168,-0.256565,0.082961,1.062336,0.446679,0.962363,0.874802,0.816049,1
-0.585651,-0.354049,-3.210528,0.356517,0.261718,1.020811,0.55993,-0.03456,1.373706,0.714557,1
-0.104241,-0.338346,0.384996,-0.096275,0.261718,0.314889,0.408929,-0.570658,-0.372457,0.218621,1
-0.672058,-0.613138,0.360101,0.373406,0.17234,0.896237,0.55993,-1.466913,-0.091823,0.60682,1
-0.042522,0.007106,0.264078,-0.162546,0.17234,-0.972381,0.257927,0.226713,0.718895,-0.898432,1
-0.314087,0.164129,0.200063,0.132493,0.261718,0.231839,-0.006326,-0.868763,-0.466001,0.345971,1
-0.486901,-0.259834,-3.210528,0.221798,0.351096,0.356414,-0.497081,1.332789,1.342524,0.754133,1
0.204355,-0.134216,0.043581,-0.654873,0.261718,0.688613,-0.195078,-2.17773,-1.650897,0.843547,1
-0.314087,-0.157769,0.043581,1.051505,0.17234,0.190314,0.484429,1.44635,1.217798,0.029957,1
-0.240024,0.117022,0.235627,0.902912,0.17234,0.273364,0.446679,0.722738,0.781258,0.123951,1
-0.22768,0.250492,0.207175,-0.481276,0.261718,0.231839,-0.195078,-0.830864,0.064084,0.467559,1
-0.252367,-0.401156,0.466793,0.631147,0.261718,0.564038,0.371178,0.225024,0.750076,0.427186,1
-0.437525,-0.471816,0.463236,-0.545248,0.261718,-0.01731,-0.081827,-1.752649,-1.058449,0.140744,1
-0.215336,-0.142067,0.096927,-0.184417,0.261718,-0.681707,0.748682,-0.034327,0.344717,-0.871151,1
-0.116585,0.281897,0.175168,-0.15249,0.261718,-1.30458,0.220177,1.064468,0.687713,-1.16479,1
-0.412837,-0.707352,0.356544,1.604166,-0.989576,0.439463,-0.081827,1.713118,1.155435,0.571727,1
-0.301743,0.195534,0.381439,0.351116,0.082961,-0.141884,0.220177,0.697459,1.46725,-0.12993,1
-3.498799,0.164129,0.715741,-0.378514,-4.922215,-1.553729,0.635431,-0.111795,-2.929337,-1.56525,1
0.204355,-0.134216,0.043581,-0.654873,0.261718,0.024215,0.635431,-1.826991,-1.027268,-0.182622,1
-0.030178,-0.346197,0.235627,-1.08105,0.17234,-1.013906,0.597681,-0.175594,0.750076,-1.094195,1
-0.030178,-0.346197,0.235627,-1.08105,0.17234,-1.470679,0.182426,-0.967548,0.62535,-1.307933,1
-0.22768,0.046362,0.214288,0.746888,0.261718,-0.640182,0.220177,1.325664,0.781258,-0.570761,1
-3.412392,0.148427,0.438342,-1.047781,-3.22403,-1.692145,0.84935,3.133587,-3.61533,-1.774297,1
-0.314087,-0.024299,-1.681275,0.307284,0.261718,0.14879,0.182426,0.52406,0.219991,0.142276,1
-0.264711,-0.09496,0.01513,-0.597346,0.261718,-1.013906,0.295677,0.274028,0.531806,-0.947183,1
-0.32643,-0.079257,0.239183,0.566935,0.261718,0.273364,1.352689,-0.352934,0.999528,-0.349285,1
-0.289399,-0.424709,0.107596,0.666147,0.17234,-0.474083,0.031425,0.849811,0.219991,-0.328803,1
-0.252367,0.281897,0.146717,-0.082938,0.261718,1.519109,0.182426,-0.714837,0.219991,1.393718,1
-0.289399,-0.424709,0.107596,0.666147,0.17234,0.14879,0.144676,0.510197,0.656532,0.169074,1
-0.22768,0.046362,0.214288,0.746888,0.261718,-0.598658,0.371178,1.495937,1.311343,-0.607337,1
-0.030178,-0.346197,0.235627,-1.08105,0.17234,-0.930856,0.484429,-0.422655,0.750076,-0.961746,1
-0.437525,-0.471816,0.463236,-0.545248,0.261718,0.06574,0.182426,-2.028018,-1.120812,0.075864,1
-0.486901,-0.259834,-3.210528,0.221798,0.351096,0.522513,-0.044076,0.24842,0.594169,0.66331,1
-0.091897,-0.071406,0.537921,-1.178561,0.261718,0.314889,0.333428,2.130569,1.186617,0.212376,1
-0.486901,-0.259834,-3.210528,0.221798,0.351096,0.231839,0.635431,1.164749,1.186617,-0.045411,1
-0.116585,0.281897,0.175168,-0.15249,0.261718,1.186911,0.55993,-1.645903,-0.87136,0.856,1
0.068573,-0.189174,-2.090261,-0.633539,0.17234,0.564038,0.371178,-1.557349,-1.151994,0.416686,1
-0.437525,0.423218,0.388552,0.620852,0.17234,0.107265,0.295677,0.895904,0.344717,0.052067,1
-0.054866,0.179832,0.239183,-1.170087,0.261718,-1.055431,0.144676,-2.485134,-2.430434,-0.923916,1
-0.079554,0.179832,0.310311,1.179988,-1.257711,0.024215,0.408929,1.188902,0.781258,-0.066025,1
-0.289399,0.093469,0.402778,-0.087353,-1.436467,-0.224934,0.52218,0.985817,1.093072,-0.364872,1
-0.178304,-0.620989,0.32098,0.699028,0.261718,-0.01731,0.333428,0.313481,0.594169,-0.082372,1
-0.252367,-0.401156,0.466793,0.631147,0.261718,0.522513,-0.044076,0.067759,0.62535,0.628266,1
-0.585651,-0.354049,-3.210528,0.356517,0.261718,0.273364,0.597681,1.412509,1.404887,0.057323,1
-0.240024,-0.534626,0.075589,-0.617039,0.17234,1.809783,0.371178,-1.622585,-0.684271,1.585491,1
-3.498799,-0.369751,0.552147,0.331573,-4.922215,0.024215,1.352689,-0.232481,-0.247731,-0.554765,1
-0.128929,-0.409007,0.175168,-0.256565,0.082961,-0.183409,0.408929,0.669248,0.344717,-0.276616,1
-0.560964,0.329004,0.296086,0.755571,0.261718,-0.349509,0.484429,1.035986,0.781258,-0.454899,1
-0.128929,0.289748,0.235627,1.057473,0.17234,-0.266459,-0.081827,0.59514,-0.216549,-0.061806,1
-0.672058,0.069915,0.395665,1.103662,0.261718,0.024215,0.597681,0.341652,1.186617,-0.18237,1
-0.425181,-0.220579,0.306755,0.496637,0.261718,1.311485,0.182426,-2.124784,-2.180982,1.19751,1
-0.486901,-0.259834,-3.210528,0.221798,0.351096,-0.266459,0.220177,1.635029,1.280161,-0.241005,1
-0.22768,-0.503221,0.406334,-0.671732,0.261718,-0.598658,-0.119577,0.235586,-0.559546,-0.361364,1
-0.672058,0.069915,0.395665,1.103662,0.261718,1.394535,-0.270579,1.475318,1.716702,1.695302,1
0.043885,0.030659,0.537921,-2.244735,0.261718,-1.595254,0.257927,-2.031474,-0.933723,-1.448664,1
-0.215336,0.281897,0.107596,0.73922,0.082961,0.397939,0.069175,0.304316,0.905984,0.45026,1
-0.289399,0.093469,0.402778,-0.087353,-1.436467,-1.512204,0.257927,-2.748737,-2.804611,-1.381096,1
-0.289399,0.093469,0.402778,-0.087353,-1.436467,-0.847807,0.295677,0.911359,0.937165,-0.803377,1
-0.215336,-0.142067,0.096927,-0.184417,0.261718,-1.30458,0.295677,-1.416529,-0.43482,-1.207574,1
-0.486901,-0.259834,-3.210528,0.221798,0.351096,0.480988,0.144676,0.70107,1.46725,0.472224,1
-0.289399,-0.424709,0.107596,0.666147,0.17234,-0.349509,0.182426,0.692294,0.531806,-0.282294,1
-0.672058,-0.613138,0.360101,0.373406,0.17234,-0.432558,-0.232828,0.953626,0.999528,-0.134908,1
-0.560964,0.329004,0.296086,0.755571,0.261718,0.14879,0.182426,0.428652,0.812439,0.171039,1
-0.22768,0.289748,0.132491,-0.234783,0.261718,-0.349509,0.144676,0.009921,0.905984,-0.263923,1
-0.22768,0.085618,0.239183,-0.523467,0.261718,-1.180006,0.333428,1.486248,0.968347,-1.105816,1
-0.215336,-0.102811,0.360101,0.941284,0.17234,-0.266459,-0.42158,1.363465,1.03071,0.117357,1
0.043885,0.030659,0.537921,-2.244735,0.261718,-1.38763,0.106925,-1.728516,-0.528364,-1.204234,1
-0.301743,0.352558,0.288973,1.638181,0.261718,-0.10036,-0.044076,0.154779,-0.247731,0.049017,1
-0.116585,-0.212727,-0.027547,-0.927921,0.351096,1.394535,0.824183,-1.63206,-0.746634,0.873865,1
-0.240024,0.117022,0.235627,0.902912,0.17234,-0.972381,0.182426,1.672307,0.687713,-0.855516,1
-0.079554,0.250492,0.388552,-0.002584,0.082961,-1.30458,0.220177,0.419294,0.219991,-1.178714,1
0.043885,0.007106,1.348781,-1.249397,-0.185173,-0.557133,-0.044076,2.353166,0.438262,-0.366499,1
-0.437525,-0.471816,0.463236,-0.545248,0.261718,2.141982,-2.497853,-1.22787,-0.466001,-0.393576,1
-0.32643,-0.652394,0.384996,-1.694222,-0.185173,-2.093552,-3.026359,-3.734962,-2.9917,-3.113659,1
0.204355,-0.134216,0.043581,-0.654873,0.261718,-0.432558,0.408929,-0.681404,0.812439,-0.490607,1
-0.22768,-0.251983,0.449011,-1.268911,0.261718,0.647088,0.52218,1.451553,0.282354,0.399881,1
-0.190648,-0.691649,0.28186,-0.194472,0.17234,-0.764757,-0.006326,0.864101,1.061891,-0.584468,1
-0.22768,-0.503221,0.406334,-0.671732,0.261718,0.356414,0.144676,-0.616557,-0.497183,0.401063,1
-0.16596,0.007106,-2.172058,-0.165858,0.261718,0.190314,-0.157328,0.882934,0.812439,0.371118,1
0.031541,-0.024299,0.545034,-2.187595,0.261718,0.397939,0.144676,-3.619732,-3.303515,0.385319,1
0.043885,0.007106,1.348781,-1.249397,-0.185173,-1.22153,0.220177,1.693236,-0.185368,-1.103948,1
-0.301743,0.195534,0.381439,0.351116,0.082961,-0.432558,0.333428,0.879382,1.498432,-0.451175,1
-0.437525,-0.471816,0.463236,-0.545248,0.261718,-1.30458,0.597681,-3.57461,-3.085245,-1.342037,1
-0.042522,0.007106,0.264078,-0.162546,0.17234,-0.266459,-2.837607,-0.160003,0.126447,-2.174878,1
-0.190648,-0.063555,0.441898,1.289493,0.261718,2.058932,0.975185,-0.713575,-0.341275,1.401398,1
-0.128929,0.289748,0.235627,1.057473,0.17234,-0.349509,0.55993,0.588073,0.157628,-0.445678,1
-0.22768,0.046362,0.214288,0.746888,0.261718,0.397939,0.55993,0.726232,0.62535,0.185035,1
-0.252367,0.069915,0.246296,0.52355,0.261718,-0.10036,0.106925,1.970527,1.186617,-0.037768,1
-0.054866,0.179832,0.239183,-1.170087,0.261718,0.854712,0.446679,0.135616,0.531806,0.631437,1
-0.449869,-0.291239,0.434785,-0.068824,0.261718,-0.930856,0.371178,-0.130006,0.344717,-0.889342,1
-0.16596,0.007106,-2.172058,-0.165858,0.261718,0.107265,0.144676,0.494607,1.186617,0.137032,1
-0.252367,0.062064,0.171611,-0.420108,0.261718,-0.266459,0.484429,-0.204736,1.280161,-0.376553,1
-0.412837,-0.707352,0.356544,1.604166,-0.989576,0.480988,-0.157328,0.857617,1.093072,0.662008,1
0.043885,0.007106,1.348781,-1.249397,-0.185173,-1.678304,0.106925,-3.292038,-3.147608,-1.455729,1
-0.351118,0.014957,0.214288,0.736624,0.17234,-0.141884,0.597681,0.594596,1.498432,-0.328658,1
8.314263,-0.087108,0.527252,0.659642,-3.134652,0.439463,0.635431,0.14843,0.594169,0.157429,1
0.043885,0.007106,1.348781,-1.249397,-0.185173,-1.844403,0.295677,-2.852415,-2.929337,-1.695505,1
-0.116585,-0.652394,0.505913,-1.24874,0.261718,-0.764757,-0.081827,-1.606412,-0.777816,-0.541323,1
-0.030178,-0.346197,0.235627,-1.08105,0.17234,-0.058835,0.635431,-1.507801,0.157628,-0.272771,1
0.204355,-0.134216,0.043581,-0.654873,0.261718,-0.640182,0.824183,-0.800887,0.001721,-0.869512,1
-0.560964,0.329004,0.296086,0.755571,0.261718,0.439463,0.257927,0.636553,0.18881,0.374722,1
-0.301743,0.195534,0.381439,0.351116,0.082961,-0.972381,0.371178,0.447136,0.750076,-0.939154,1
-0.079554,0.250492,0.388552,-0.002584,0.082961,-1.263055,0.257927,0.88107,1.404887,-1.152855,1
-0.597995,-0.071406,0.352988,0.220844,0.261718,0.813187,0.333428,-0.645719,0.812439,0.66853,1
-0.202992,-0.016448,0.594823,-1.581822,-0.363929,-2.093552,-2.837607,-3.60816,-3.397059,-3.081134,1
-0.128929,0.289748,0.235627,1.057473,0.17234,-0.183409,0.182426,0.976769,0.999528,-0.110762,1
-0.22768,-0.503221,0.406334,-0.671732,0.261718,0.397939,0.333428,1.153216,0.750076,0.32227,1
-0.116585,-0.652394,0.505913,-1.24874,0.261718,1.020811,-0.610333,-1.514364,-0.403638,1.490389,1
-0.314087,-0.024299,-1.681275,0.307284,0.261718,0.813187,0.220177,0.056556,0.126447,0.718776,1
-0.672058,-0.613138,0.360101,0.373406,0.17234,-0.10036,-0.081827,0.165768,0.874802,0.075321,1
0.031541,-0.024299,0.545034,-2.187595,0.261718,-0.806282,-0.308329,-2.22854,-1.089631,-0.446715,1
-0.116585,0.281897,0.175168,-0.15249,0.261718,-0.972381,0.52218,0.442166,0.718895,-1.013101,1
-0.486901,-0.259834,-3.210528,0.221798,0.351096,-1.747512,0.698348,-3.046802,-3.490604,-1.75818,1
-0.116585,-0.212727,-0.027547,-0.927921,0.351096,1.685209,0.635431,-1.901002,-0.996086,1.245078,1
-0.597995,-0.071406,0.352988,0.220844,0.261718,1.35301,-0.006326,-1.033114,-0.590727,1.379252,1
-0.338774,-0.291239,0.520139,1.054429,0.261718,1.145386,0.975185,0.402617,1.24898,0.593511,1
-0.215336,-0.142067,0.096927,-0.184417,0.261718,-0.10036,0.408929,-0.027551,0.687713,-0.176475,1
0.031541,-0.024299,0.545034,-2.187595,0.261718,-0.183409,0.031425,-1.95818,-0.341275,-0.061721,1
-0.104241,-0.338346,0.384996,-0.096275,0.261718,-0.224934,0.861934,0.21951,0.594169,-0.516537,1
-0.437525,-0.471816,0.463236,-0.545248,0.261718,1.851308,0.786433,-1.625381,-1.089631,1.312057,1
-0.437525,-0.471816,0.463236,-0.545248,0.261718,1.685209,0.069175,-0.885363,0.157628,1.627624,1
-0.301743,0.352558,0.288973,1.638181,0.261718,0.979286,0.673182,0.559939,1.155435,0.604577,1
-0.054866,0.179832,0.239183,-1.170087,0.261718,0.522513,0.55993,0.118336,1.124254,0.27528,1
-0.091897,-0.071406,0.537921,-1.178561,0.261718,0.190314,0.069175,-0.174274,-0.43482,0.253387,1
-0.128929,0.289748,0.235627,1.057473,0.17234,0.439463,0.446679,-0.138724,0.064084,0.277269,1
-0.104241,-0.338346,0.384996,-0.096275,0.261718,-0.515608,0.861934,0.71701,0.750076,-0.774806,1
-0.22768,-0.251983,0.449011,-1.268911,0.261718,-0.141884,0.824183,1.667627,-0.060642,-0.437974,1
-0.252367,0.069915,0.246296,0.52355,0.261718,0.397939,0.635431,-0.099427,0.438262,0.127423,1
-0.252367,-0.401156,0.466793,0.631147,0.261718,-0.515608,-0.081827,1.172768,0.562987,-0.29799,1
0.031541,-0.024299,0.545034,-2.187595,0.261718,-2.176602,-0.044076,-3.515626,-2.929337,-1.894258,1
-0.672058,0.069915,0.395665,1.103662,0.261718,-0.058835,0.55993,0.803447,1.779065,-0.225768,1
-0.585651,-0.354049,-3.210528,0.356517,0.261718,0.730137,-3.10186,-1.023212,-0.497183,-0.286224,1
-0.215336,-0.102811,0.360101,0.941284,0.17234,-0.058835,1.956696,0.656085,0.500624,-0.888306,1
0.130292,0.062064,0.505913,0.417148,-1.168333,0.854712,0.371178,1.059925,0.62535,0.685022,1
-0.22768,0.446772,0.534365,0.177429,0.17234,-0.847807,0.446679,0.620515,0.999528,-0.854901,1
-0.22768,-0.251983,0.449011,-1.268911,0.261718,0.813187,0.673182,1.86947,1.280161,0.460784,1
-0.030178,-0.346197,0.235627,-1.08105,0.17234,-1.263055,-0.081827,-2.072421,-0.87136,-1.001889,1
-0.597995,-0.071406,0.352988,0.220844,0.261718,1.186911,1.352689,-1.267225,-0.060642,0.404161,1
-0.190648,-0.691649,0.28186,-0.194472,0.17234,-0.889332,0.55993,0.132801,1.217798,-0.946146,1
-0.425181,-0.220579,0.306755,0.496637,0.261718,-0.557133,-0.157328,-0.047957,0.344717,-0.301872,1
-0.215336,0.281897,0.107596,0.73922,0.082961,1.186911,0.52218,-0.175594,0.781258,0.878916,1
-0.449869,-0.291239,0.434785,-0.068824,0.261718,-0.681707,0.144676,0.277737,0.531806,-0.576922,1
-0.437525,-0.471816,0.463236,-0.545248,0.261718,2.017408,0.786433,-1.140365,-0.372457,1.45221,1
-0.585651,-0.354049,-3.210528,0.356517,0.261718,0.480988,-0.119577,0.77512,0.562987,0.637549,1
-0.22768,0.250492,0.207175,-0.481276,0.261718,-0.972381,0.069175,-0.312764,0.469443,-0.8075,1
-0.486901,-0.259834,-3.210528,0.221798,0.351096,0.190314,0.257927,0.640513,1.061891,0.172896,1
-0.16596,0.007106,-2.172058,-0.165858,0.261718,0.14879,0.144676,0.602867,0.718895,0.165518,1
-0.190648,-0.063555,0.441898,1.289493,0.261718,-0.640182,-0.534832,0.062303,-0.341275,-0.146204,1
-0.215336,-0.142067,0.096927,-0.184417,0.261718,0.730137,0.861934,-1.53906,-0.808997,0.27546,1
-0.030178,-0.346197,0.235627,-1.08105,0.17234,-0.598658,0.52218,-1.318753,-0.278912,-0.693519,1
-0.22768,-0.503221,0.406334,-0.671732,0.261718,2.308081,0.446679,-1.6055,-0.87136,1.919298,1
-0.22768,0.446772,0.534365,0.177429,0.17234,-0.806282,-1.214339,0.06475,1.623157,0.072295,1
-0.22768,0.046362,0.214288,0.746888,0.261718,-0.349509,0.446679,0.753142,0.750076,-0.43308,1
-0.079554,0.250492,0.388552,-0.002584,0.082961,-0.183409,0.635431,-0.051956,0.999528,-0.370237,1
-0.116585,-0.212727,-0.027547,-0.927921,0.351096,0.605563,0.55993,-0.50251,-0.060642,0.345754,1
-0.400494,-0.16562,0.392108,0.485626,0.261718,-1.346105,-0.081827,1.219889,0.562987,-1.074618,1
-0.16596,0.007106,-2.172058,-0.165858,0.261718,-0.889332,0.106925,1.726728,0.656532,-0.740666,1
-0.301743,-0.511072,0.463236,0.710665,0.261718,0.937762,0.371178,0.561434,0.687713,0.766044,1
-3.412392,0.148427,0.438342,-1.047781,-3.22403,-1.844403,-3.366113,2.612866,-3.802418,-2.649621,1
-0.079554,0.179832,0.310311,1.179988,-1.257711,1.228436,0.106925,-0.03293,0.126447,1.197545,1
-0.16596,0.007106,-2.172058,-0.165858,0.261718,-1.013906,0.484429,2.211744,1.155435,-1.035414,1
-0.030178,-0.346197,0.235627,-1.08105,0.17234,-0.01731,0.031425,0.509906,1.779065,0.114175,1
-0.301743,-0.055704,0.210732,-0.147477,0.261718,0.190314,0.257927,-0.542079,0.562987,0.153861,1
